60	121	1954
68	135	2991
75	148	3027
72	143	1812
85	168	3318
83	164	1263
79	158	3230
81	160	1449
87	174	1982
78	155	3922
64	127	1475
77	154	3119
75	148	1838
73	144	2427
67	133	3252
86	171	3907
75	148	4174
81	162	2728
76	151	1032
79	156	3346
82	163	4033
69	138	2982
79	158	1375
79	156	2283
75	148	1868
74	147	2707
74	147	3546
67	134	4177
74	147	2515
84	167	3493
70	139	1674
81	162	2288
77	152	2733
62	125	3853
72	143	2334
73	146	2909
73	146	2427
75	148	2779
83	164	2902
68	135	2166
81	162	1593
81	162	2509
63	126	3030
69	136	3345
73	146	3370
69	138	2485
84	167	2127
62	125	4100
86	171	2175
71	142	4060
83	166	2887
71	140	2116
81	160	3019
71	140	2852
85	170	2924
80	159	1649
73	146	2507
87	172	2134
75	148	2580
77	154	3540
72	143	2515
73	144	3413
77	152	1869
76	151	2948
66	131	1643
69	136	1525
81	162	1655
77	154	2072
89	176	2078
81	162	3006
77	154	1755
78	155	2435
84	167	2419
76	151	1511
67	133	2117
71	142	1967
76	151	2345
62	125	2561
70	139	2648
75	150	1698
60	119	3169
69	136	3077
73	146	2928
89	178	2795
77	154	3060
78	155	2525
59	118	2602
87	174	1462
67	134	1844
75	150	1602
59	118	2893
81	162	1784
87	172	2975
85	168	3061
89	176	1677
68	135	2879
61	122	3854
82	163	3519
85	170	1850
79	156	3785
73	144	3223
80	159	2840
83	166	1611
79	156	2837
78	155	2882
73	146	3894
69	138	2010
66	131	1192
79	158	1364
81	162	3041
84	167	1506
71	142	2621
75	150	2645
83	166	975
63	126	1805
64	129	2425
73	144	3462
79	156	3583
82	163	2874
68	135	4033
75	148	2954
95	190	3029
79	158	3374
60	119	2465
71	142	2002
85	170	1632
63	126	3303
78	155	2828
84	167	3958
90	179	2488
75	150	2401
58	117	1813
75	148	3061
81	162	2303
63	126	1696
67	134	3104
70	139	2119
73	144	1360
79	156	2307
74	147	2092
81	160	2172
82	163	3238
74	147	1515
70	139	2584
75	148	2381
81	162	2026
85	168	1553
72	143	3575
76	151	2409
79	156	2314
78	155	2326
75	150	3207
87	174	2797
79	158	1808
85	168	1361
62	125	1946
92	183	2190
72	143	3722
75	148	3584
73	144	3362
75	150	2521
67	133	4012
74	147	3197
75	150	2938
80	159	3063
90	179	2638
66	131	2046
84	167	2305
98	195	2719
69	136	2848
83	166	2994
80	159	3405
74	147	1807
56	111	2241
79	156	1064
78	155	1563
75	148	3099
82	163	1810
64	129	2279
69	136	2405
55	110	2818
79	158	2419
60	121	1591
61	122	983
67	134	2532
77	154	2102
81	160	2631
62	125	3333
76	151	3314
79	156	1352
74	147	3232
80	159	2033
89	176	2912
65	130	2442
64	129	2043
77	154	2725
64	129	2791
73	146	3593
70	139	1889
79	156	1714
67	133	2346
86	171	2669
77	154	2825
67	134	1264
81	160	3266
87	174	2704
77	152	3350
67	134	2435
77	152	2028
81	160	2834
77	152	2845
82	163	1713
73	146	2033
85	170	2093
69	138	2973
68	135	1745
70	139	3338
84	167	1766
71	140	3832
84	167	2206
74	147	2765
91	182	2191
69	136	3294
83	166	1439
82	163	1974
80	159	2150
62	125	3405
90	179	2940
66	131	2488
77	154	3234
89	178	1720
73	144	3341
73	146	3315
75	150	2792

